kind	word	levels	forms	occurrences
AMBIG	make	noun:b2,verb:a1	make	act2-speech-0243 | MOLLIE | make | I don't know what the Sergeant thinks. And he can make you think things about people. You ask yourself questions and you begin to doubt. You feel that somebody you love and know well might be ― a stranger. That's what happens in a nightmare. You're somewhere in the middle of friends and then you suddenly look at their faces and they're not your friends any longer ― they're different people ― just pretending. Perhaps you can't trust anybody ― perhaps everybody's a stranger. || act2-speech-0406 | TROTTER | make | That you may not be as old as you ― try to look. There's a lot of people trying to look younger than they are. If somebody goes about trying to look older ― well, it does make one ask oneself why.
AMBIG	market	noun:a1,verb:b1	market,markets	act2-speech-0324 | TROTTER | market | The snow is still lying. I need help here, reinforcements. I was going to ski over to the police station at Market Hampton to report on the situation. || act2-speech-0417 | PARAVICINI | markets | I play the markets.
AMBIG	move	noun:b1,verb:a1	moved	act2-speech-0318 | PARAVICINI | moved | He wants to know if you have by any chance moved them, Mr. Ralston.
AMBIG	need	noun:a2,verb:a1,modal verb:b1	need,needs	act2-speech-0324 | TROTTER | need | The snow is still lying. I need help here, reinforcements. I was going to ski over to the police station at Market Hampton to report on the situation. || act2-speech-0372 | TROTTER | needs | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go.
AMBIG	next	adjective:a1,adverb:a1,noun:b1	next	act2-speech-0251 | GILES | next | You keep away from my wife, Wren. She's not going to be the next victim. || act2-speech-0370 | TROTTER | next | I'm in the position now where I've got to put myself in the place of a crazy cunning brain. I've got to ask myself what he wants us to do and what he, himself, is planning to do next. I've got to try and keep just one step ahead of him. Because if I don't, there's going to be another death.
AMBIG	now	adverb:a1,conjunction:b1	now	act2-speech-0288 | GILES | now | Come on now ― admit it. You went to London. || act2-speech-0305 | MOLLIE | now | I ― shan't tell you that. Perhaps ― now ― I've forgotten why I went... || act2-speech-0311 | PARAVICINI | now | Now, now. I do hope you young people are not both saying a little more than you mean. One is so apt to in these lovers' quarrels. || act2-speech-0325 | PARAVICINI | now | And now you can't ― dear, dear...Somebody's seen to it that you certainly shan't do that. But there could be another reason, couldn't there? || act2-speech-0328 | GILES | now | What did you mean when you said "Christopher" just now? || act2-speech-0338 | TROTTER | now | Now, listen, you people. This is a serious matter. Somebody has removed my only chance of communication with the outside world. I want everybody here ― at once. || act2-speech-0341 | PARAVICINI | now | I left Major Metcalf in the dining room. Major Metcalf! He's not there now. || act2-speech-0366 | TROTTER | now | The question is, where are they now? || act2-speech-0370 | TROTTER | now | I'm in the position now where I've got to put myself in the place of a crazy cunning brain. I've got to ask myself what he wants us to do and what he, himself, is planning to do next. I've got to try and keep just one step ahead of him. Because if I don't, there's going to be another death. || act2-speech-0372 | TROTTER | now | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go. || act2-speech-0387 | PARAVICINI | now | Now I do wonder what you mean by that, Sergeant? || act2-speech-0397 | PARAVICINI | now | Now really, Sergeant Trotter, does that matter now? I mean, it has nothing to do with this predicament, has it? || act2-speech-0400 | TROTTER | now | No, you didn't say. And it seems you're not going to say. Now that's very interesting.
AMBIG	pass	noun:b1,verb:a2	passed	act2-speech-0352 | TROTTER | passed | Then you passed the cupboard door. || act2-speech-0358 | TROTTER | passed | Were the skis in the cupboard when you passed through?
AMBIG	pick	noun:b2,verb:a2	picked	act2-speech-0282 | GILES | picked | Is it? Then what's this? This is one of the gloves you were wearing yesterday. You dropped it. I picked it up this afternoon when I was talking to Sergeant Trotter. You see what's inside it ― a London bus ticket!
AMBIG	round	adjective:a2,adverb:a2,noun:b2,preposition:a2	round	act2-speech-0239 | MOLLIE | round | Then why shouldn't he tell me he did? Why pretend he'd been driving all round the countryside? || act2-speech-0286 | GILES | round | Whilst I was safely away racing round the countryside. || act2-speech-0287 | MOLLIE | round | Whilst you were racing round the country-side...
AMBIG	say	noun:c1,verb:a1	say,saying,says	act2-speech-0190 | CHRISTOPHER | say | But, darling, they're all so frightfully against me. They're going to say I committed these murders ― particularly your husband. || act2-speech-0192 | CHRISTOPHER | say | Why do you say that? || act2-speech-0278 | GILES | say | That's what you say. Perhaps you've been running up to London to meet him on the sly. || act2-speech-0311 | PARAVICINI | saying | Now, now. I do hope you young people are not both saying a little more than you mean. One is so apt to in these lovers' quarrels. || act2-speech-0313 | PARAVICINI | says | Quite so. Quite so. I know just how you feel. I have been through all this myself when I was a younger man. Jeunesse ― jeunesse ― as the poet says. Not been married long, I imagine? || act2-speech-0315 | PARAVICINI | say | No, no, no business at all. But I just came in to say that the Sergeant cannot find his skis and I'm afraid he is very annoyed. || act2-speech-0353 | MISS CASEWELL | say | If you say so ― I've no idea where your skis are. || act2-speech-0384 | TROTTER | say | What did you say to the lady to upset her, sir? || act2-speech-0398 | TROTTER | say | We always like the fullest information. What did you say this friend's name was? || act2-speech-0399 | PARAVICINI | say | I didn't say. || act2-speech-0400 | TROTTER | say | No, you didn't say. And it seems you're not going to say. Now that's very interesting.
AMBIG	sense	noun:a2,verb:b2	sense	act2-speech-0421 | PARAVICINI | sense | Not even this murder? Dear me, you're very serious, Sergeant Trotter. I always have thought policemen have no sense of humour. Is the inquisition over ― for the moment?
AMBIG	sort	noun:a2,verb:b1	sort	act2-speech-0221 | MOLLIE | sort | I don't know. I suppose there's a sort of ― sympathy between us.
AMBIG	still	adjective:b1,adverb:a1	still	act2-speech-0324 | TROTTER | still | The snow is still lying. I need help here, reinforcements. I was going to ski over to the police station at Market Hampton to report on the situation. || act2-speech-0371 | MISS CASEWELL | still | You still don't believe that? || act2-speech-0372 | TROTTER | still | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go.
AMBIG	this	adverb:b1,determiner:a1,pronoun:a1	this	act2-speech-0230 | CHRISTOPHER | this | What is all this? || act2-speech-0240 | CHRISTOPHER | this | Perhaps, with the news of this murder... || act2-speech-0253 | GILES | this | I've already said so, haven't I? There's a killer loose in this house ― and it seems to me you fit the bill. || act2-speech-0264 | GILES | this | What is all this? Mollie, you must be crazy. Perfectly prepared to shut yourself up in the kitchen with a homicidal maniac. || act2-speech-0274 | GILES | this | Rather odd, isn't it, that he should come and stay at an out-of-the-way place like this? || act2-speech-0276 | GILES | this | I read once in a paper that these homicidal cases were able to attract women. Looks as though it were true. Where did you first know him? How long has this been going on? || act2-speech-0282 | GILES | this | Is it? Then what's this? This is one of the gloves you were wearing yesterday. You dropped it. I picked it up this afternoon when I was talking to Sergeant Trotter. You see what's inside it ― a London bus ticket! || act2-speech-0313 | PARAVICINI | this | Quite so. Quite so. I know just how you feel. I have been through all this myself when I was a younger man. Jeunesse ― jeunesse ― as the poet says. Not been married long, I imagine? || act2-speech-0331 | TROTTER | this | Is this true, Mrs. Ralston? || act2-speech-0338 | TROTTER | this | Now, listen, you people. This is a serious matter. Somebody has removed my only chance of communication with the outside world. I want everybody here ― at once. || act2-speech-0363 | MAJOR METCALF | this | No good shouting at me, young fellow. I wasn't thinking about any damned skis. I was interested in the cellars. Architecture of this place is very interesting. I opened the other door and I went on down. So I can't tell you whether the skis were there or not. || act2-speech-0372 | TROTTER | this | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go. || act2-speech-0392 | TROTTER | this | That rather depends on the way you're looking at it. Just where were you bound for, by the way, when you had this ― accident? || act2-speech-0394 | TROTTER | this | In this neighbourhood? || act2-speech-0396 | TROTTER | this | And what was the name and address of this friend? || act2-speech-0397 | PARAVICINI | this | Now really, Sergeant Trotter, does that matter now? I mean, it has nothing to do with this predicament, has it? || act2-speech-0398 | TROTTER | this | We always like the fullest information. What did you say this friend's name was? || act2-speech-0420 | TROTTER | this | Enjoying this little game, aren't you? Sure of yourself, too. But I shouldn't be too sure. You're mixed up in a murder case, and don't you forget it. Murder isn't just fun and games. || act2-speech-0421 | PARAVICINI | this | Not even this murder? Dear me, you're very serious, Sergeant Trotter. I always have thought policemen have no sense of humour. Is the inquisition over ― for the moment?
AMBIG	time	noun:a1,verb:b2	time	act2-speech-0195 | MOLLIE | time | You've got to grow up some time, Chris. || act2-speech-0272 | GILES | time | Perhaps you'd met him before. Perhaps you suggested to him to come here and that you'd both pretend to meet for the first time. All cooked up between you, was it? || act2-speech-0356 | TROTTER | time | At the time Mrs. Boyle was killed. || act2-speech-0357 | MAJOR METCALF | time | At the time Mrs. Boyle was killed I'd gone down to the cellar. || act2-speech-0372 | TROTTER | time | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go. || act2-speech-0402 | TROTTER | time | Rather old to be running around with the ladies at your time of life, aren't you?
AMBIG	touch	noun:b1,verb:a2	touch,touched	act2-speech-0301 | MOLLIE | touch | Don't touch me. || act2-speech-0349 | MAJOR METCALF | touch | And I didn't touch 'em. || act2-speech-0373 | PARAVICINI | touched | Talking of chicken, dear lady, have you ever tried chickens' livers served on toast that has been thickly smeared with foie gras, with a very thin rasher of bacon just touched with a soupçon of fresh mustard? I will come with you to the kitchen and we will see what we can concoct together. A charming occupation.
AMBIG	try	noun:b2,verb:a1	tried,try,trying	act2-speech-0217 | MOLLIE | try | Perhaps that's why it was so ― awful. It was horrible ― horrible...I try to put it out of my mind. I try never to think about it. || act2-speech-0342 | GILES | try | I'll try and find him. || act2-speech-0370 | TROTTER | try | I'm in the position now where I've got to put myself in the place of a crazy cunning brain. I've got to ask myself what he wants us to do and what he, himself, is planning to do next. I've got to try and keep just one step ahead of him. Because if I don't, there's going to be another death. || act2-speech-0373 | PARAVICINI | tried | Talking of chicken, dear lady, have you ever tried chickens' livers served on toast that has been thickly smeared with foie gras, with a very thin rasher of bacon just touched with a soupçon of fresh mustard? I will come with you to the kitchen and we will see what we can concoct together. A charming occupation. || act2-speech-0406 | TROTTER | try | That you may not be as old as you ― try to look. There's a lot of people trying to look younger than they are. If somebody goes about trying to look older ― well, it does make one ask oneself why. || act2-speech-0406 | TROTTER | trying | That you may not be as old as you ― try to look. There's a lot of people trying to look younger than they are. If somebody goes about trying to look older ― well, it does make one ask oneself why. || act2-speech-0409 | PARAVICINI | try | Well, well ― try again ― that is, if you have any more questions to ask.
AMBIG	well	adjective:a1,adverb:a1,exclamation:a1,noun:c1	well	act2-speech-0193 | MOLLIE | well | Well, it's true, isn't it? || act2-speech-0219 | MOLLIE | well | Yes ― perhaps, in a way, I am. Considering that I never saw you until yesterday, we seem to know each other rather well. || act2-speech-0223 | MOLLIE | well | Well, frankly, what else can you do? || act2-speech-0224 | CHRISTOPHER | well | I might pinch the sergeant's skis. I can ski quite well. || act2-speech-0236 | CHRISTOPHER | well | Well, if he was here all day... || act2-speech-0238 | CHRISTOPHER | well | Well, that's all right. Probably he did go up to London after all. || act2-speech-0243 | MOLLIE | well | I don't know what the Sergeant thinks. And he can make you think things about people. You ask yourself questions and you begin to doubt. You feel that somebody you love and know well might be ― a stranger. That's what happens in a nightmare. You're somewhere in the middle of friends and then you suddenly look at their faces and they're not your friends any longer ― they're different people ― just pretending. Perhaps you can't trust anybody ― perhaps everybody's a stranger. || act2-speech-0279 | MOLLIE | well | You know perfectly well that I haven't been up to London for weeks. || act2-speech-0284 | GILES | well | So it seems that you didn't only go to the village yesterday, you went to London as well. || act2-speech-0372 | TROTTER | well | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go. || act2-speech-0406 | TROTTER | well | That you may not be as old as you ― try to look. There's a lot of people trying to look younger than they are. If somebody goes about trying to look older ― well, it does make one ask oneself why. || act2-speech-0407 | PARAVICINI | well | Having asked questions of so many people ― you ask questions of yourself as well? Isn't that overdoing things? || act2-speech-0409 | PARAVICINI | well | Well, well ― try again ― that is, if you have any more questions to ask.
AMBIG	will	noun:b1,modal verb:a1	will	act2-speech-0373 | PARAVICINI | will | Talking of chicken, dear lady, have you ever tried chickens' livers served on toast that has been thickly smeared with foie gras, with a very thin rasher of bacon just touched with a soupçon of fresh mustard? I will come with you to the kitchen and we will see what we can concoct together. A charming occupation.
AMBIG	worry	noun:b1,verb:a2	worrying	act2-speech-0257 | GILES | worrying | I tell you I'm worrying about my wife's safety.
AMBIG	yet	adverb:a2,conjunction:b2	yet	act2-speech-0372 | TROTTER | yet | Yes, Miss Casewell. I do. Three blind mice. Two mice cancelled out ― a third mouse still to be dealt with. There are six of you here listening to me. One of you's a killer! One of you's a killer. I don't know which yet, but I shall. And another of you is the killer's prospective victim. That's the person I'm speaking to. Mrs. Boyle held out on me ― Mrs. Boyle is dead. You ― whoever you are ― are holding out on me. Well ― don't. Because you're in danger. Nobody who's killed twice is going to hesitate to kill a third time. And as it is, I don't know which of you it is who needs protection. Come on, now, anybody here who has anything, however slight, to reproach themselves for in that bygone business, had better come out with it. All right ― you won't. I'll get the killer ― I've no doubt of that ― but it may be too late for one of you. And I'll tell you another thing. The killer's enjoying this. Yes, he's enjoying himself a good deal... All right ― you can go.
AMBIG	young	adjective:a1,noun:b1	young,younger	act2-speech-0216 | CHRISTOPHER | young | You must have been very young. Almost a child. || act2-speech-0311 | PARAVICINI | young | Now, now. I do hope you young people are not both saying a little more than you mean. One is so apt to in these lovers' quarrels. || act2-speech-0313 | PARAVICINI | younger | Quite so. Quite so. I know just how you feel. I have been through all this myself when I was a younger man. Jeunesse ― jeunesse ― as the poet says. Not been married long, I imagine? || act2-speech-0330 | PARAVICINI | young | So our young architect has hooked it, has he? Very, very interesting. || act2-speech-0363 | MAJOR METCALF | young | No good shouting at me, young fellow. I wasn't thinking about any damned skis. I was interested in the cellars. Architecture of this place is very interesting. I opened the other door and I went on down. So I can't tell you whether the skis were there or not. || act2-speech-0406 | TROTTER | younger | That you may not be as old as you ― try to look. There's a lot of people trying to look younger than they are. If somebody goes about trying to look older ― well, it does make one ask oneself why.
