MOUSETRAP SCRIPT TRAINER - 003-01 A01S01 COMPACT CHUNK DATA
Data part: 2/3
Scene: SCN-A01-S01
Records: 151
First: 0058.01
Last: 0132.01
SCHEMA: UNITSEQ.SENTNN[!]|chunkNN@charStart-charEnd:ROLE:GRAMMAR;...
!: manually reviewed high-risk sentence; absence means automated+structural QA OK.
Chunk ID derivation: CHK-SEN-U-A01-S01-{UNITSEQ}-{SENTNN}-{chunkNN}
0085.03|01@0-1:S:NP;02@1-19:V:PhrasalVerb;03@19-23:M:AdvP;04@23-28:V:VP;05@28-43:O:NP;06@43-57:M:PP
0086.01|01@0-10:S:NP;02@10-16:V:VP;03@16-43:M:PP;04@43-51:M:PP
0086.02|01@0-27:S:NP;02@27-36:V:VP
0087.01|01@0-1:S:NP;02@1-7:V:VP;03@7-17:C:AdjP
0088.01|01@0-13:C:NP
0089.01|01@0-4:M:AdvP
0089.02|01@0-4:C:NP
0090.01|01@0-3:S:NP;02@3-7:V:VP;03@7-18:C:NP
0091.01|01@0-6:C:NP
0092.01|01@0-44:M:PP
0092.02|01@0-4:S:NP;02@4-19:V:VP;03@19-35:O:NP
0093.01|01@0-6:S:NP;02@6-16:V:VP;03@16-28:C:NP;04@28-44:M:PP;05@44-57:C:NP
0094.01|01@0-2:S:NP;02@2-6:V:VP
0094.02|01@0-20:C:Participle
0094.03|01@0-18:C:NP
0094.04|01@0-2:S:NP;02@2-7:V:VP;03@7-11:S':NP;04@11-23:V':VP;05@23-31:O':NP
0095.01|01@0-14:C:NP
0096.01|01@0-16:S:NP;02@16-27:V:VP;03@27-32:S':NP;04@32-41:V':VP;05@41-49:O':NP;06@49-93:M:AdvC
0097.01|01@0-10:S:NP;02@10-16:V:PhrasalVerb;03@16-34:C:AdjP
0098.01|01@0-6:C:NP;02@6-9:S:NP;03@9-18:V:VP;04@18-30:M:PP;05@30-39:M:PP
0098.02|01@0-4:S:NP;02@4-10:V:VP;03@10-13:S':NP;04@13-21:V':VP;05@21-26:O':NP;06@26-38:M:PP
0099.01|01@0-16:C:NP
0099.02|01@0-5:S:NP;02@5-8:V:VP;03@8-16:C:NP
0100.01|01@0-13:M:FixedExpression
0100.02|01@0-26:C:NP
0100.03|01@0-8:V:VP;02@8-41:M:PP
0100.04|01@0-4:M:AdvP;02@4-22:C:NP
0100.05|01@0-3:M:AdvC;02@3-6:S':NP;03@6-14:V':PhrasalVerb;04@14-54:M:PP;05@54-57:M:AdvP;06@57-69:S:NP;07@69-77:V:PhrasalVerb;08@77-85:O:NP
0100.06|01@0-4:S:NP;02@4-9:V:VP;03@9-18:O:NP;04@18-26:M:PP;05@26-65:M:AdvC
0101.01|01@0-1:S:NP;02@1-10:V:VP;03@10-19:O:NP
0101.02|01@0-12:M:AdvP;02@12-16:V:VP;03@16-20:S:NP;04@20-24:V:VP
0101.03|01@0-28:C:NP
0102.01|01@0-5:M:AdvP;02@5-7:S:NP;03@7-11:V:VP;04@11-20:O:NP;05@20-37:M:PP
0102.02|01@0-3:S:NP;02@3-9:V:VP;03@9-32:O:NP
0102.03|01@0-3:M:AdvP;02@3-5:S:NP;03@5-8:V:VP;04@8-19:C:NP;05@19-53:M:PP;06@53-70:M:PP
0103.01|01@0-6:C:NP
0104.01|01@0-4:C:NP
0105.01|01@0-3:V:VP;02@3-7:S:NP;03@7-12:V:VP;04@12-41:O:NP
0106.01!|01@0-3:S:NP;02@3-8:V:VP;03@8-33:O:NP;04@33-63:M:AC
0107.01|01@0-4:M:AdvP;02@4-22:C:NP
0108.01|01@0-16:M:AdvP
0108.02|01@0-8:C:NP
0109.01|01@0-8:M:PP
0109.02|01@0-2:S:NP;02@2-13:V:VP;03@13-18:S':NP;04@18-22:V':VP;05@22-36:C':NP;06@36-58:M:PP
0110.01|01@0-2:S:NP;02@2-6:V:VP;03@6-25:C:NP
0111.01|01@0-2:S:NP;02@2-18:V:VP;03@18-38:O:NC;04@38-64:M:PP;05@64-106:M:PP
0111.02|01@0-30:S:NP;02@30-34:V:VP;03@34-50:C:NP
0111.03|01@0-4:V:VP;02@4-6:S:NP;03@6-10:V:VP;04@10-35:M:AdvC;05@35-63:M:PP
0112.01|01@0-7:M:AdvP;02@7-13:S:NP;03@13-17:V:VP;04@17-30:C:NP
0113.01|01@0-18:C:NP
0113.02|01@0-13:C:NP;02@13-23:M:AdvP;03@23-44:C:NP
0114.01|01@0-4:M:AdvP;02@4-7:S:NP;03@7-16:V:VP;04@16-46:O:NP
0115.01|01@0-33:S:NP;02@33-44:V:VP;03@44-49:O:NP;04@49-53:M:AdvP;05@53-58:S:NP;06@58-63:V:VP;07@63-94:O:NP
0115.02|01@0-2:S:NP;02@2-8:V:VP;03@8-24:O:NP;04@24-34:O:NP
0115.03|01@0-29:C:NP
0115.04|01@0-4:S:NP;02@4-7:V:VP;03@7-20:C:NC;04@20-30:M:PP
0116.01|01@0-4:V:VP;02@4-6:S:NP;03@6-16:V:VP
0116.02|01@0-11:C:Participle;02@11-22:C:NP
0117.01|01@0-13:M:FixedExpression
0118.01|01@0-5:S:NP;02@5-8:V:VP;03@8-31:C:NP
0118.02|01@0-6:V:VP;02@6-10:S:NP;03@10-19:V:VP
0119.01|01@0-2:S:NP;02@2-12:V:VP;03@12-24:M:PP;04@24-32:M:PP;05@32-71:M:AdvP;06@71-75:V:VP;07@75-80:S:NP;08@80-90:C:AdjP;09@90-110:M:PP
0119.02!|01@0-49:M:AdvC;02@49-51:S:NP;03@51-74:V:VP;04@74-79:M:AdvP
0119.03|01@0-2:S:NP;02@2-13:V:VP;03@13-16:S':NP;04@16-20:V':VP;05@20-35:C':NP;06@35-59:M:PP
0120.01|01@0-6:S:NP;02@6-9:V:VP;03@9-23:C:NP;04@23-31:M:PP;05@31-46:C:Inf;06@46-83:M:AdvC
0121.01|01@0-4:M:AdvP;02@4-12:M:AdvP;03@12-14:S:NP;04@14-31:V:VP;05@31-43:M:PP
0122.01!|01@0-38:M:AdvC;02@38-41:S:NP;03@41-58:V:VP;04@58-65:C:AdjP;05@65-87:M:AdvC
0122.02|01@0-2:S:NP;02@2-16:V:PhrasalVerb;03@16-29:M:PP;04@29-39:M:PP
0122.03|01@0-10:S:NP;02@10-22:V:VP;03@22-30:C:NP
0122.04|01@0-3:S:NP;02@3-12:V:VP;03@12-15:M:AdvP;04@15-51:S:NP;05@51-60:V:VP;06@60-65:C:NP;07@65-97:C:Inf
0122.05!|01@0-12:M:FixedExpression;02@12-15:S:NP;03@15-27:V:VP;04@27-37:O:NP;05@37-48:M:AdvP
0123.01!|01@0-2:S:NP;02@2-34:V:VP;03@34-77:M:AdvC
0123.02|01@0-4:S:NP;02@4-18:V:VP;03@18-22:S':NP;04@22-31:V':VP;05@31-42:O':NP
0123.03!|01@0-8:M:AdvP;02@8-12:S:NP;03@12-22:V:VP;04@22-25:O:NP;05@25-43:M:PP;06@43-56:M:NP
0124.01|01@0-22:C:NP
0124.02|01@0-9:V:Participle;02@9-30:M:NP
0125.01|01@0-2:S:NP;02@2-8:V:VP;03@8-12:S':NP;04@12-15:V':VP;05@15-42:C':NP
0125.02|01@0-2:S:NP;02@2-13:V:VP;03@13-17:O:NP;04@17-24:M:PP
0125.03|01@0-1:S:NP;02@1-16:V:VP;03@16-33:O:NP;04@33-47:M:PP
0125.04|01@0-6:V:VP;02@6-16:O:AdjP
0126.01|01@0-2:S:NP;02@2-5:V:VP;03@5-35:C:NP;04@35-46:C:NP
0126.02|01@0-11:S:NP;02@11-14:V:VP;03@14-22:C:NP;04@22-30:M:PP
0126.03|01@0-10:M:FixedExpression;02@10-18:M:FixedExpression
0127.01|01@0-13:S:NP;02@13-29:V:PhrasalVerb;03@29-57:C:NP;04@57-61:V:VP;05@61-74:M:PP
0128.01|01@0-4:V:VP;02@4-17:O:NP
0128.02|01@0-26:C:NP
0129.01|01@0-4:M:AdvP;02@4-6:S:NP;03@6-13:V:VP;04@13-19:O:NP
0129.02|01@0-12:S:NP;02@12-16:V:VP;03@16-19:S':NP;04@19-27:V':VP;05@27-39:O':AdjP
0130.01|01@0-5:C:NP;02@5-16:C:Participle;03@16-23:C:NP
0131.01|01@0-9:C:NP
0132.01|01@0-8:S:NP;02@8-21:V:PhrasalVerb;03@21-33:M:PP
